state_name,year,month,temp_mean,temp_max,rainfall_mm,n_fires
South Australia,1990,1,21.820967741935483,16.57741935483871,29.2,NA
South Australia,1990,2,20.855390211640213,16.10185185185185,4.4,NA
South Australia,1990,3,21.413709677419355,16.320967741935483,0.5,NA
South Australia,1990,4,17.831666666666667,12.996666666666666,11.6,NA
South Australia,1990,5,15.866935483870968,11.514516129032257,13.2,NA
South Australia,1990,6,12.148333333333333,8.201666666666666,83,NA
South Australia,1990,7,11.566935483870967,7.827419354838709,96.4,NA
South Australia,1990,8,11.4,7.891935483870967,91.4,NA
South Australia,1990,9,14.52,9.748333333333333,49.5,NA
South Australia,1990,10,16.35483870967742,11.233870967741936,28.599999999999998,NA
South Australia,1990,11,19.403333333333332,13.611666666666666,9.200000000000001,NA
